Based on edl_traj_161024_DAC1_LaRC_MC_v2 Nominal Atmosphere								
Altitude referenced to 1 bar at equator: 60268 km								
								
"Altitude, km"		"Temp, deg K"		"Pressure, bars"		"Pressure, hPa"		"Density, kg/m3"
-81.08		207.740		3.3270		3327.00		0.4371150
-81.13		207.770		3.3290		3329.00		0.4372820
-81.17		207.810		3.3300		3330.00		0.4374500
-81.22		207.840		3.3320		3332.00		0.4376170
-81.26		207.880		3.3340		3334.00		0.4377840
-81.31		207.910		3.3360		3336.00		0.4379520
-81.35		207.950		3.3380		3338.00		0.4381190
-81.40		207.990		3.3400		3340.00		0.4382870
-81.44		208.020		3.3410		3341.00		0.4384540
-81.49		208.060		3.3430		3343.00		0.4386220
-81.53		208.090		3.3450		3345.00		0.4387900
-81.58		208.130		3.3470		3347.00		0.4389570
-81.62		208.160		3.3490		3349.00		0.4391250
-81.67		208.200		3.3510		3351.00		0.4392930
-81.71		208.240		3.3530		3353.00		0.4394610
-81.76		208.270		3.3540		3354.00		0.4396280
-81.80		208.310		3.3560		3356.00		0.4397960
-81.85		208.340		3.3580		3358.00		0.4399640
-81.89		208.380		3.3600		3360.00		0.4401320
-81.94		208.410		3.3620		3362.00		0.4403000
-81.98		208.450		3.3640		3364.00		0.4404680
-82.03		208.490		3.3660		3366.00		0.4406360
-82.07		208.520		3.3670		3367.00		0.4408040
-82.12		208.560		3.3690		3369.00		0.4409720
-82.16		208.590		3.3710		3371.00		0.4411400
-82.20		208.630		3.3730		3373.00		0.4413080
-82.25		208.660		3.3750		3375.00		0.4414760
-82.29		208.700		3.3770		3377.00		0.4416440
-82.34		208.730		3.3790		3379.00		0.4418120
-82.38		208.770		3.3800		3380.00		0.4419810
-82.43		208.810		3.3820		3382.00		0.4421490
-82.47		208.840		3.3840		3384.00		0.4423170
-82.52		208.880		3.3860		3386.00		0.4424860
-82.56		208.910		3.3880		3388.00		0.4426540
-82.61		208.950		3.3900		3390.00		0.4428220
-82.65		208.980		3.3920		3392.00		0.4429910
-82.70		209.020		3.3940		3394.00		0.4431590
-82.74		209.050		3.3950		3395.00		0.4433280
-82.79		209.090		3.3970		3397.00		0.4434960
-82.83		209.130		3.3990		3399.00		0.4436650
-82.88		209.160		3.4010		3401.00		0.4438330
-82.92		209.200		3.4030		3403.00		0.4440020
-82.97		209.230		3.4050		3405.00		0.4441710
-83.01		209.270		3.4070		3407.00		0.4443390
-83.05		209.300		3.4090		3409.00		0.4445080
-83.10		209.340		3.4100		3410.00		0.4446770
-83.14		209.370		3.4120		3412.00		0.4448460
-83.19		209.410		3.4140		3414.00		0.4450140
-83.23		209.450		3.4160		3416.00		0.4451830
-83.28		209.480		3.4180		3418.00		0.4453520
-83.32		209.520		3.4200		3420.00		0.4455210
-83.37		209.550		3.4220		3422.00		0.4456900
-83.41		209.590		3.4240		3424.00		0.4458590
-83.46		209.620		3.4250		3425.00		0.4460280
-83.50		209.660		3.4270		3427.00		0.4461970
-83.55		209.690		3.4290		3429.00		0.4463660
-83.59		209.730		3.4310		3431.00		0.4465350
-83.63		209.760		3.4330		3433.00		0.4467040
-83.68		209.800		3.4350		3435.00		0.4468740
-83.72		209.830		3.4370		3437.00		0.4470430
-83.77		209.870		3.4390		3439.00		0.4472120
-83.81		209.910		3.4410		3441.00		0.4473810
-83.86		209.940		3.4420		3442.00		0.4475510
-83.90		209.980		3.4440		3444.00		0.4477200
-83.95		210.010		3.4460		3446.00		0.4478890
-83.99		210.050		3.4480		3448.00		0.4480590
-84.04		210.080		3.4500		3450.00		0.4482280
-84.08		210.120		3.4520		3452.00		0.4483980
-84.12		210.150		3.4540		3454.00		0.4485670
-84.17		210.190		3.4560		3456.00		0.4487370
-84.21		210.220		3.4580		3458.00		0.4489060
-84.26		210.260		3.4590		3459.00		0.4490760
-84.30		210.290		3.4610		3461.00		0.4492450
-84.35		210.330		3.4630		3463.00		0.4494150
-84.39		210.360		3.4650		3465.00		0.4495850
-84.43		210.400		3.4670		3467.00		0.4497540
-84.48		210.440		3.4690		3469.00		0.4499240
-84.52		210.470		3.4710		3471.00		0.4500940
-84.57		210.510		3.4730		3473.00		0.4502640
-84.61		210.540		3.4750		3475.00		0.4504340
-84.66		210.580		3.4760		3476.00		0.4506030
-84.70		210.610		3.4780		3478.00		0.4507730
-84.75		210.650		3.4800		3480.00		0.4509430
-84.79		210.680		3.4820		3482.00		0.4511130
-84.83		210.720		3.4840		3484.00		0.4512830
-84.88		210.750		3.4860		3486.00		0.4514530
-84.92		210.790		3.4880		3488.00		0.4516230
-84.97		210.820		3.4900		3490.00		0.4517930
-85.01		210.860		3.4920		3492.00		0.4519640
-85.06		210.890		3.4940		3494.00		0.4521340
-85.10		210.930		3.4960		3496.00		0.4523040
-85.14		210.960		3.4970		3497.00		0.4524740
-85.19		211.000		3.4990		3499.00		0.4526440
-85.23		211.030		3.5010		3501.00		0.4528150
-85.28		211.070		3.5030		3503.00		0.4529850
-85.32		211.100		3.5050		3505.00		0.4531550
-85.37		211.140		3.5070		3507.00		0.4533260
-85.41		211.170		3.5090		3509.00		0.4534960
-85.45		211.210		3.5110		3511.00		0.4536670
-85.50		211.240		3.5130		3513.00		0.4538370
-85.54		211.280		3.5150		3515.00		0.4540080
-85.59		211.310		3.5170		3517.00		0.4541780
-85.63		211.350		3.5180		3518.00		0.4543490
-85.67		211.390		3.5200		3520.00		0.4545190
-85.72		211.420		3.5220		3522.00		0.4546900
-85.76		211.460		3.5240		3524.00		0.4548610
-85.81		211.490		3.5260		3526.00		0.4550310
-85.85		211.530		3.5280		3528.00		0.4552020
-85.90		211.560		3.5300		3530.00		0.4553730
-85.94		211.600		3.5320		3532.00		0.4555440
-85.98		211.630		3.5340		3534.00		0.4557150
-86.03		211.670		3.5360		3536.00		0.4558850
-86.07		211.700		3.5380		3538.00		0.4560560
-86.12		211.740		3.5400		3540.00		0.4562270
-86.16		211.770		3.5410		3541.00		0.4563980
-86.20		211.810		3.5430		3543.00		0.4565690
-86.25		211.840		3.5450		3545.00		0.4567400
-86.29		211.880		3.5470		3547.00		0.4569110
-86.34		211.910		3.5490		3549.00		0.4570790
-86.38		211.950		3.5510		3551.00		0.4572450
-86.42		211.980		3.5530		3553.00		0.4574110
-86.47		212.020		3.5550		3555.00		0.4575760
-86.51		212.050		3.5570		3557.00		0.4577420
-86.56		212.080		3.5580		3558.00		0.4579080
-86.60		212.120		3.5600		3560.00		0.4580740
-86.64		212.150		3.5620		3562.00		0.4582400
-86.69		212.190		3.5640		3564.00		0.4584060
-86.73		212.220		3.5660		3566.00		0.4585720
-86.78		212.260		3.5680		3568.00		0.4587380
-86.82		212.290		3.5700		3570.00		0.4589040
-86.86		212.330		3.5710		3571.00		0.4590700
-86.91		212.360		3.5730		3573.00		0.4592360
-86.95		212.400		3.5750		3575.00		0.4594020
-87.00		212.430		3.5770		3577.00		0.4595680
-87.04		212.470		3.5790		3579.00		0.4597340
-87.08		212.500		3.5810		3581.00		0.4599000
-87.13		212.540		3.5830		3583.00		0.4600660
-87.17		212.570		3.5850		3585.00		0.4602330
-87.22		212.610		3.5860		3586.00		0.4603990
-87.26		212.640		3.5880		3588.00		0.4605650
-87.30		212.670		3.5900		3590.00		0.4607320
-87.35		212.710		3.5920		3592.00		0.4608980
-87.39		212.740		3.5940		3594.00		0.4610640
-87.43		212.780		3.5960		3596.00		0.4612310
-87.48		212.810		3.5980		3598.00		0.4613970
-87.52		212.850		3.6000		3600.00		0.4615640
-87.57		212.880		3.6010		3601.00		0.4617300
-87.61		212.920		3.6030		3603.00		0.4618970
-87.65		212.950		3.6050		3605.00		0.4620630
-87.70		212.990		3.6070		3607.00		0.4622300
-87.74		213.020		3.6090		3609.00		0.4623960
-87.78		213.060		3.6110		3611.00		0.4625630
-87.83		213.090		3.6130		3613.00		0.4627300
-87.87		213.120		3.6150		3615.00		0.4628970
-87.92		213.160		3.6160		3616.00		0.4630630
-87.96		213.190		3.6180		3618.00		0.4632300
-88.00		213.230		3.6200		3620.00		0.4633970
-88.05		213.260		3.6220		3622.00		0.4635640
-88.09		213.300		3.6240		3624.00		0.4637310
-88.13		213.330		3.6260		3626.00		0.4638980
-88.18		213.370		3.6280		3628.00		0.4640640
-88.22		213.400		3.6300		3630.00		0.4642310
-88.27		213.440		3.6320		3632.00		0.4643980
-88.31		213.470		3.6330		3633.00		0.4645650
-88.35		213.500		3.6350		3635.00		0.4647320
-88.40		213.540		3.6370		3637.00		0.4649000
-88.44		213.570		3.6390		3639.00		0.4650670
-88.48		213.610		3.6410		3641.00		0.4652340
-88.53		213.640		3.6430		3643.00		0.4654010
-88.57		213.680		3.6450		3645.00		0.4655680
-88.62		213.710		3.6470		3647.00		0.4657350
-88.66		213.750		3.6490		3649.00		0.4659030
-88.70		213.780		3.6500		3650.00		0.4660700
-88.75		213.820		3.6520		3652.00		0.4662370
-88.79		213.850		3.6540		3654.00		0.4664050
-88.83		213.880		3.6560		3656.00		0.4665720
-88.88		213.920		3.6580		3658.00		0.4667390
-88.92		213.950		3.6600		3660.00		0.4669070
-88.96		213.990		3.6620		3662.00		0.4670740
-89.01		214.020		3.6640		3664.00		0.4672420
-89.05		214.060		3.6660		3666.00		0.4674090
-89.09		214.090		3.6670		3667.00		0.4675770
-89.14		214.130		3.6690		3669.00		0.4677450
-89.18		214.160		3.6710		3671.00		0.4679120
-89.23		214.190		3.6730		3673.00		0.4680800
-89.27		214.230		3.6750		3675.00		0.4682480
-89.31		214.260		3.6770		3677.00		0.4684150
-89.36		214.300		3.6790		3679.00		0.4685830
-89.40		214.330		3.6810		3681.00		0.4687510
-89.44		214.370		3.6830		3683.00		0.4689190
-89.49		214.400		3.6850		3685.00		0.4690860
-89.53		214.430		3.6870		3687.00		0.4692540
-89.57		214.470		3.6880		3688.00		0.4694220
-89.62		214.500		3.6900		3690.00		0.4695900
-89.66		214.540		3.6920		3692.00		0.4697580
-89.70		214.570		3.6940		3694.00		0.4699260
-89.75		214.610		3.6960		3696.00		0.4700940
-89.79		214.640		3.6980		3698.00		0.4702620
-89.83		214.670		3.7000		3700.00		0.4704300
-89.88		214.710		3.7020		3702.00		0.4705980
-89.92		214.740		3.7040		3704.00		0.4707660
-89.96		214.780		3.7060		3706.00		0.4709350
-90.01		214.810		3.7080		3708.00		0.4711030
-90.05		214.850		3.7090		3709.00		0.4712710
-90.09		214.880		3.7110		3711.00		0.4714390
-90.14		214.910		3.7130		3713.00		0.4716080
-90.18		214.950		3.7150		3715.00		0.4717760
-90.22		214.980		3.7170		3717.00		0.4719440
-90.27		215.020		3.7190		3719.00		0.4721130
-90.31		215.050		3.7210		3721.00		0.4722810
-90.35		215.090		3.7230		3723.00		0.4724490
-90.40		215.120		3.7250		3725.00		0.4726180
-90.44		215.150		3.7270		3727.00		0.4727860
-90.48		215.190		3.7290		3729.00		0.4729550
-90.53		215.220		3.7310		3731.00		0.4731240
-90.57		215.260		3.7320		3732.00		0.4732920
-90.61		215.290		3.7340		3734.00		0.4734610
-90.66		215.330		3.7360		3736.00		0.4736290
-90.70		215.360		3.7380		3738.00		0.4737980
-90.74		215.390		3.7400		3740.00		0.4739670
-90.79		215.430		3.7420		3742.00		0.4741360
-90.83		215.460		3.7440		3744.00		0.4743040
-90.87		215.500		3.7460		3746.00		0.4744730
-90.92		215.530		3.7480		3748.00		0.4746420
-90.96		215.560		3.7500		3750.00		0.4748110
-91.00		215.600		3.7520		3752.00		0.4749800
-91.05		215.630		3.7540		3754.00		0.4751490
-91.09		215.670		3.7560		3756.00		0.4753180
-91.13		215.700		3.7570		3757.00		0.4754870
-91.18		215.740		3.7590		3759.00		0.4756560
-91.22		215.770		3.7610		3761.00		0.4758250
-91.26		215.800		3.7630		3763.00		0.4759940
-91.31		215.840		3.7650		3765.00		0.4761630
-91.35		215.870		3.7670		3767.00		0.4763320
-91.39		215.910		3.7690		3769.00		0.4765010
-91.43		215.940		3.7710		3771.00		0.4766700
-91.48		215.970		3.7730		3773.00		0.4768390
-91.52		216.010		3.7750		3775.00		0.4770090
-91.56		216.040		3.7770		3777.00		0.4771780
-91.61		216.080		3.7790		3779.00		0.4773470
-91.65		216.110		3.7810		3781.00		0.4775170
-91.69		216.140		3.7830		3783.00		0.4776860
-91.74		216.180		3.7850		3785.00		0.4778550
-91.78		216.210		3.7870		3787.00		0.4780250
-91.82		216.250		3.7880		3788.00		0.4781940
-91.87		216.280		3.7900		3790.00		0.4783640
-91.91		216.310		3.7920		3792.00		0.4785330
-91.95		216.350		3.7940		3794.00		0.4787030
-91.99		216.380		3.7960		3796.00		0.4788720
-92.04		216.420		3.7980		3798.00		0.4790420
-92.08		216.450		3.8000		3800.00		0.4792120
-92.12		216.480		3.8020		3802.00		0.4793810
-92.17		216.520		3.8040		3804.00		0.4795510
-92.21		216.550		3.8060		3806.00		0.4797210
-92.25		216.590		3.8080		3808.00		0.4798910
-92.30		216.620		3.8100		3810.00		0.4800600
-92.34		216.650		3.8120		3812.00		0.4802300
-92.38		216.690		3.8140		3814.00		0.4804000
-92.42		216.720		3.8160		3816.00		0.4805700
-92.47		216.760		3.8180		3818.00		0.4807400
-92.51		216.790		3.8200		3820.00		0.4809100
-92.55		216.820		3.8220		3822.00		0.4810800
-92.60		216.860		3.8230		3823.00		0.4812500
-92.64		216.890		3.8250		3825.00		0.4814200
-92.68		216.930		3.8270		3827.00		0.4815900
-92.72		216.960		3.8290		3829.00		0.4817600
-92.77		216.990		3.8310		3831.00		0.4819300
-92.81		217.030		3.8330		3833.00		0.4821000
-92.85		217.060		3.8350		3835.00		0.4822700
-92.90		217.100		3.8370		3837.00		0.4824410
-92.94		217.130		3.8390		3839.00		0.4826110
-92.98		217.160		3.8410		3841.00		0.4827810
-93.02		217.200		3.8430		3843.00		0.4829510
-93.07		217.230		3.8450		3845.00		0.4831220
-93.11		217.260		3.8470		3847.00		0.4832920
-93.15		217.300		3.8490		3849.00		0.4834630
-93.20		217.330		3.8510		3851.00		0.4836330
-93.24		217.370		3.8530		3853.00		0.4838030
-93.28		217.400		3.8550		3855.00		0.4839740
-93.32		217.430		3.8570		3857.00		0.4841440
-93.37		217.470		3.8590		3859.00		0.4843150
-93.41		217.500		3.8610		3861.00		0.4844860
-93.45		217.540		3.8630		3863.00		0.4846560
-93.50		217.570		3.8650		3865.00		0.4848270
-93.54		217.600		3.8670		3867.00		0.4849970
-93.58		217.640		3.8690		3869.00		0.4851680
-93.62		217.670		3.8710		3871.00		0.4853390
-93.67		217.700		3.8720		3872.00		0.4855100
-93.71		217.740		3.8740		3874.00		0.4856800
-93.75		217.770		3.8760		3876.00		0.4858510
-93.79		217.810		3.8780		3878.00		0.4860220
-93.84		217.840		3.8800		3880.00		0.4861930
-93.88		217.870		3.8820		3882.00		0.4863640
-93.92		217.910		3.8840		3884.00		0.4865350
-93.97		217.940		3.8860		3886.00		0.4867060
-94.01		217.970		3.8880		3888.00		0.4868770
-94.05		218.010		3.8900		3890.00		0.4870480
-94.09		218.040		3.8920		3892.00		0.4872190
-94.14		218.080		3.8940		3894.00		0.4873900
-94.18		218.110		3.8960		3896.00		0.4875610
-94.22		218.140		3.8980		3898.00		0.4877320
-94.26		218.180		3.9000		3900.00		0.4879030
-94.31		218.210		3.9020		3902.00		0.4880750
-94.35		218.240		3.9040		3904.00		0.4882460
-94.39		218.280		3.9060		3906.00		0.4884170
-94.43		218.310		3.9080		3908.00		0.4885880
-94.48		218.340		3.9100		3910.00		0.4887600
-94.52		218.380		3.9120		3912.00		0.4889310
-94.56		218.410		3.9140		3914.00		0.4891030
-94.60		218.450		3.9160		3916.00		0.4892740
-94.65		218.480		3.9180		3918.00		0.4894450
-94.69		218.510		3.9200		3920.00		0.4896170
-94.73		218.550		3.9220		3922.00		0.4897880
-94.78		218.580		3.9240		3924.00		0.4899600
-94.82		218.610		3.9260		3926.00		0.4901310
-94.86		218.650		3.9280		3928.00		0.4903030
-94.90		218.680		3.9300		3930.00		0.4904750
-94.95		218.710		3.9320		3932.00		0.4906460
-94.99		218.750		3.9340		3934.00		0.4908180
-95.03		218.780		3.9360		3936.00		0.4909900
-95.07		218.820		3.9380		3938.00		0.4911620
-95.12		218.850		3.9400		3940.00		0.4913330
-95.16		218.880		3.9420		3942.00		0.4915050
-95.20		218.920		3.9440		3944.00		0.4916770
-95.24		218.950		3.9460		3946.00		0.4918490
-95.29		218.980		3.9480		3948.00		0.4920210
-95.33		219.020		3.9500		3950.00		0.4921930
-95.37		219.050		3.9520		3952.00		0.4923650
-95.41		219.080		3.9540		3954.00		0.4925370
-95.45		219.120		3.9560		3956.00		0.4927090
-95.50		219.150		3.9580		3958.00		0.4928810
-95.54		219.180		3.9600		3960.00		0.4930530
-95.58		219.220		3.9620		3962.00		0.4932250
-95.62		219.250		3.9640		3964.00		0.4933970
-95.67		219.280		3.9660		3966.00		0.4935690
-95.71		219.320		3.9680		3968.00		0.4937410
-95.75		219.350		3.9700		3970.00		0.4939140
-95.79		219.390		3.9720		3972.00		0.4940860
-95.84		219.420		3.9740		3974.00		0.4942580
-95.88		219.450		3.9760		3976.00		0.4944310
-95.92		219.490		3.9780		3978.00		0.4946030
-95.96		219.520		3.9800		3980.00		0.4947750
-96.01		219.550		3.9820		3982.00		0.4949460
-96.05		219.590		3.9840		3984.00		0.4951130
-96.09		219.620		3.9860		3986.00		0.4952800
-96.13		219.650		3.9880		3988.00		0.4954470
-96.17		219.690		3.9890		3989.00		0.4956140
-96.22		219.720		3.9910		3991.00		0.4957810
-96.26		219.750		3.9930		3993.00		0.4959490
-96.30		219.790		3.9950		3995.00		0.4961160
-96.34		219.820		3.9970		3997.00		0.4962830
-96.39		219.850		3.9990		3999.00		0.4964500
-96.43		219.880		4.0010		4001.00		0.4966180
-96.47		219.920		4.0030		4003.00		0.4967850
-96.51		219.950		4.0050		4005.00		0.4969530
-96.56		219.980		4.0070		4007.00		0.4971200
-96.60		220.020		4.0090		4009.00		0.4972870
-96.64		220.050		4.0110		4011.00		0.4974550
-96.68		220.080		4.0130		4013.00		0.4976220
-96.72		220.120		4.0150		4015.00		0.4977900
-96.77		220.150		4.0170		4017.00		0.4979580
-96.81		220.180		4.0190		4019.00		0.4981250
-96.85		220.220		4.0210		4021.00		0.4982930
-96.89		220.250		4.0230		4023.00		0.4984600
-96.93		220.280		4.0240		4024.00		0.4986280
-96.98		220.320		4.0260		4026.00		0.4987960
-97.02		220.350		4.0280		4028.00		0.4989640
-97.06		220.380		4.0300		4030.00		0.4991310
-97.10		220.420		4.0320		4032.00		0.4992990
-97.15		220.450		4.0340		4034.00		0.4994670
-97.19		220.480		4.0360		4036.00		0.4996350
-97.23		220.520		4.0380		4038.00		0.4998030
-97.27		220.550		4.0400		4040.00		0.4999710
-97.31		220.580		4.0420		4042.00		0.5001380
-97.36		220.610		4.0440		4044.00		0.5003060
-97.40		220.650		4.0460		4046.00		0.5004740
-97.44		220.680		4.0480		4048.00		0.5006420
-97.48		220.710		4.0500		4050.00		0.5008110
-97.52		220.750		4.0520		4052.00		0.5009790
-97.57		220.780		4.0540		4054.00		0.5011470
-97.61		220.810		4.0560		4056.00		0.5013150
-97.65		220.850		4.0580		4058.00		0.5014830
-97.69		220.880		4.0600		4060.00		0.5016510
-97.73		220.910		4.0620		4062.00		0.5018190
-97.78		220.950		4.0640		4064.00		0.5019880
-97.82		220.980		4.0660		4066.00		0.5021560
-97.86		221.010		4.0680		4068.00		0.5023240
-97.90		221.040		4.0700		4070.00		0.5024930
-97.94		221.080		4.0710		4071.00		0.5026610
-97.99		221.110		4.0730		4073.00		0.5028290
-98.03		221.140		4.0750		4075.00		0.5029980
-98.07		221.180		4.0770		4077.00		0.5031660
-98.11		221.210		4.0790		4079.00		0.5033350
-98.15		221.240		4.0810		4081.00		0.5035030
-98.20		221.280		4.0830		4083.00		0.5036720
-98.24		221.310		4.0850		4085.00		0.5038400
-98.28		221.340		4.0870		4087.00		0.5040090
-98.32		221.370		4.0890		4089.00		0.5041770
-98.36		221.410		4.0910		4091.00		0.5043460
-98.41		221.440		4.0930		4093.00		0.5045150
-98.45		221.470		4.0950		4095.00		0.5046830
-98.49		221.510		4.0970		4097.00		0.5048520
-98.53		221.540		4.0990		4099.00		0.5050210
-98.57		221.570		4.1010		4101.00		0.5051900
-98.62		221.610		4.1030		4103.00		0.5053580
-98.66		221.640		4.1050		4105.00		0.5055270
-98.70		221.670		4.1070		4107.00		0.5056960
-98.74		221.700		4.1090		4109.00		0.5058650
-98.78		221.740		4.1110		4111.00		0.5060340
-98.83		221.770		4.1130		4113.00		0.5062030
-98.87		221.800		4.1150		4115.00		0.5063720
-98.91		221.840		4.1170		4117.00		0.5065410
-98.95		221.870		4.1190		4119.00		0.5067100
-98.99		221.900		4.1210		4121.00		0.5068790
-99.03		221.930		4.1230		4123.00		0.5070480
-99.08		221.970		4.1250		4125.00		0.5072170
-99.12		222.000		4.1270		4127.00		0.5073860
-99.16		222.030		4.1290		4129.00		0.5075560
-99.20		222.070		4.1310		4131.00		0.5077250
-99.24		222.100		4.1330		4133.00		0.5078940
-99.29		222.130		4.1350		4135.00		0.5080630
-99.33		222.160		4.1370		4137.00		0.5082330
-99.37		222.200		4.1390		4139.00		0.5084020
-99.41		222.230		4.1410		4141.00		0.5085710
-99.45		222.260		4.1430		4143.00		0.5087410
-99.49		222.300		4.1450		4145.00		0.5089100
-99.54		222.330		4.1470		4147.00		0.5090790
-99.58		222.360		4.1490		4149.00		0.5092490
-99.62		222.390		4.1510		4151.00		0.5094180
-99.66		222.430		4.1530		4153.00		0.5095880
-99.70		222.460		4.1550		4155.00		0.5097570
-99.74		222.490		4.1570		4157.00		0.5099270
-99.79		222.530		4.1590		4159.00		0.5100970
-99.83		222.560		4.1610		4161.00		0.5102660
-99.87		222.590		4.1630		4163.00		0.5104360
-99.91		222.620		4.1650		4165.00		0.5106060
-99.95		222.660		4.1670		4167.00		0.5107750
-99.99		222.690		4.1690		4169.00		0.5109450
-100.04		222.720		4.1710		4171.00		0.5111150
-100.08		222.750		4.1730		4173.00		0.5112850
-100.12		222.790		4.1750		4175.00		0.5114540
-100.16		222.820		4.1770		4177.00		0.5116240
-100.20		222.850		4.1790		4179.00		0.5117940
-100.24		222.890		4.1810		4181.00		0.5119640
-100.29		222.920		4.1830		4183.00		0.5121340
