Based on edl_traj_161024_DAC1_LaRC_MC_v2 Nominal Atmosphere								
Altitude referenced to 1 bar at equator: 60268 km								
								
"Altitude, km"		"Temp, deg K"		"Pressure, bars"		"Pressure, hPa"		"Density, kg/m3"
-351.45		415.400		33.8700		33870.00		2.2252400
-351.51		415.440		33.8800		33880.00		2.2258000
-351.56		415.490		33.8900		33890.00		2.2263500
-351.62		415.530		33.9000		33900.00		2.2269100
-351.67		415.570		33.9100		33910.00		2.2274700
-351.73		415.610		33.9300		33930.00		2.2280200
-351.79		415.660		33.9400		33940.00		2.2285800
-351.84		415.700		33.9500		33950.00		2.2291300
-351.90		415.740		33.9600		33960.00		2.2296900
-351.96		415.790		33.9700		33970.00		2.2302500
-352.01		415.830		33.9900		33990.00		2.2308100
-352.07		415.870		34.0000		34000.00		2.2313600
-352.13		415.920		34.0100		34010.00		2.2319200
-352.18		415.960		34.0200		34020.00		2.2324800
-352.24		416.000		34.0300		34030.00		2.2330300
-352.29		416.040		34.0500		34050.00		2.2335900
-352.35		416.090		34.0600		34060.00		2.2341500
-352.41		416.130		34.0700		34070.00		2.2347100
-352.46		416.170		34.0800		34080.00		2.2352600
-352.52		416.220		34.0900		34090.00		2.2358200
-352.58		416.260		34.1100		34110.00		2.2363800
-352.63		416.300		34.1200		34120.00		2.2369400
-352.69		416.340		34.1300		34130.00		2.2374900
-352.75		416.390		34.1400		34140.00		2.2380500
-352.80		416.430		34.1500		34150.00		2.2386100
-352.86		416.470		34.1700		34170.00		2.2391700
-352.91		416.520		34.1800		34180.00		2.2397300
-352.97		416.560		34.1900		34190.00		2.2402800
-353.03		416.600		34.2000		34200.00		2.2408400
-353.08		416.640		34.2100		34210.00		2.2414000
-353.14		416.690		34.2300		34230.00		2.2419600
-353.20		416.730		34.2400		34240.00		2.2425200
-353.25		416.770		34.2500		34250.00		2.2430800
-353.31		416.820		34.2600		34260.00		2.2436300
-353.36		416.860		34.2700		34270.00		2.2441900
-353.42		416.900		34.2900		34290.00		2.2447500
-353.48		416.940		34.3000		34300.00		2.2453100
-353.53		416.990		34.3100		34310.00		2.2458700
-353.59		417.030		34.3200		34320.00		2.2464300
-353.65		417.070		34.3400		34340.00		2.2469900
-353.70		417.120		34.3500		34350.00		2.2475500
-353.76		417.160		34.3600		34360.00		2.2481000
-353.81		417.200		34.3700		34370.00		2.2486600
-353.87		417.240		34.3800		34380.00		2.2492200
-353.93		417.290		34.4000		34400.00		2.2497800
-353.98		417.330		34.4100		34410.00		2.2503400
-354.04		417.370		34.4200		34420.00		2.2509000
-354.09		417.420		34.4300		34430.00		2.2514600
-354.15		417.460		34.4400		34440.00		2.2520200
-354.21		417.500		34.4600		34460.00		2.2525800
-354.26		417.540		34.4700		34470.00		2.2531400
-354.32		417.590		34.4800		34480.00		2.2537000
-354.38		417.630		34.4900		34490.00		2.2542600
-354.43		417.670		34.5000		34500.00		2.2548200
-354.49		417.710		34.5200		34520.00		2.2553800
-354.54		417.760		34.5300		34530.00		2.2559400
-354.60		417.800		34.5400		34540.00		2.2565000
-354.66		417.840		34.5500		34550.00		2.2570600
-354.71		417.890		34.5700		34570.00		2.2576200
-354.77		417.930		34.5800		34580.00		2.2581800
-354.82		417.970		34.5900		34590.00		2.2587400
-354.88		418.010		34.6000		34600.00		2.2593000
-354.94		418.060		34.6100		34610.00		2.2598600
-354.99		418.100		34.6300		34630.00		2.2604200
-355.05		418.140		34.6400		34640.00		2.2609800
-355.10		418.180		34.6500		34650.00		2.2615400
-355.16		418.230		34.6600		34660.00		2.2621000
-355.22		418.270		34.6700		34670.00		2.2626600
-355.27		418.310		34.6900		34690.00		2.2632300
-355.33		418.350		34.7000		34700.00		2.2637900
-355.38		418.400		34.7100		34710.00		2.2643500
-355.44		418.440		34.7200		34720.00		2.2649100
-355.50		418.480		34.7400		34740.00		2.2654700
-355.55		418.530		34.7500		34750.00		2.2660300
-355.61		418.570		34.7600		34760.00		2.2665900
-355.66		418.610		34.7700		34770.00		2.2671500
-355.72		418.650		34.7800		34780.00		2.2677200
-355.78		418.700		34.8000		34800.00		2.2682800
-355.83		418.740		34.8100		34810.00		2.2688400
-355.89		418.780		34.8200		34820.00		2.2694000
-355.94		418.820		34.8300		34830.00		2.2699600
-356.00		418.870		34.8500		34850.00		2.2705200
-356.06		418.910		34.8600		34860.00		2.2710900
-356.11		418.950		34.8700		34870.00		2.2716500
-356.17		418.990		34.8800		34880.00		2.2722100
-356.22		419.040		34.8900		34890.00		2.2727700
-356.28		419.080		34.9100		34910.00		2.2733300
-356.33		419.120		34.9200		34920.00		2.2739000
-356.39		419.160		34.9300		34930.00		2.2744600
-356.45		419.210		34.9400		34940.00		2.2750200
-356.50		419.250		34.9600		34960.00		2.2755800
-356.56		419.290		34.9700		34970.00		2.2761500
-356.61		419.330		34.9800		34980.00		2.2767100
-356.67		419.380		34.9900		34990.00		2.2772700
-356.73		419.420		35.0000		35000.00		2.2778300
-356.78		419.460		35.0200		35020.00		2.2784000
-356.84		419.500		35.0300		35030.00		2.2789600
-356.89		419.550		35.0400		35040.00		2.2795200
-356.95		419.590		35.0500		35050.00		2.2800900
-357.00		419.630		35.0700		35070.00		2.2806500
-357.06		419.670		35.0800		35080.00		2.2812100
-357.12		419.720		35.0900		35090.00		2.2817700
-357.17		419.760		35.1000		35100.00		2.2823400
-357.23		419.800		35.1100		35110.00		2.2829000
-357.28		419.840		35.1300		35130.00		2.2834700
-357.34		419.890		35.1400		35140.00		2.2840300
-357.39		419.930		35.1500		35150.00		2.2845900
-357.45		419.970		35.1600		35160.00		2.2851600
-357.51		420.010		35.1800		35180.00		2.2857200
-357.56		420.060		35.1900		35190.00		2.2862800
-357.62		420.100		35.2000		35200.00		2.2868500
-357.67		420.140		35.2100		35210.00		2.2874100
-357.73		420.180		35.2300		35230.00		2.2879700
-357.78		420.230		35.2400		35240.00		2.2885400
-357.84		420.270		35.2500		35250.00		2.2891000
-357.90		420.310		35.2600		35260.00		2.2896700
-357.95		420.350		35.2700		35270.00		2.2902300
-358.01		420.400		35.2900		35290.00		2.2908000
-358.06		420.440		35.3000		35300.00		2.2913600
-358.12		420.480		35.3100		35310.00		2.2919200
-358.17		420.520		35.3200		35320.00		2.2924900
-358.23		420.570		35.3400		35340.00		2.2930500
-358.29		420.610		35.3500		35350.00		2.2936200
-358.34		420.650		35.3600		35360.00		2.2941800
-358.40		420.690		35.3700		35370.00		2.2947500
-358.45		420.730		35.3900		35390.00		2.2953100
-358.51		420.780		35.4000		35400.00		2.2958800
-358.56		420.820		35.4100		35410.00		2.2964400
-358.62		420.860		35.4200		35420.00		2.2970100
-358.67		420.900		35.4300		35430.00		2.2975700
-358.73		420.950		35.4500		35450.00		2.2981400
-358.79		420.990		35.4600		35460.00		2.2987000
-358.84		421.030		35.4700		35470.00		2.2992700
-358.90		421.070		35.4800		35480.00		2.2998300
-358.95		421.120		35.5000		35500.00		2.3003800
-359.01		421.160		35.5100		35510.00		2.3009200
-359.06		421.200		35.5200		35520.00		2.3014700
-359.12		421.240		35.5300		35530.00		2.3020200
-359.17		421.280		35.5400		35540.00		2.3025700
-359.23		421.330		35.5600		35560.00		2.3031100
-359.29		421.370		35.5700		35570.00		2.3036600
-359.34		421.410		35.5800		35580.00		2.3042100
-359.40		421.450		35.5900		35590.00		2.3047600
-359.45		421.500		35.6000		35600.00		2.3053000
-359.51		421.540		35.6200		35620.00		2.3058500
-359.56		421.580		35.6300		35630.00		2.3064000
-359.62		421.620		35.6400		35640.00		2.3069500
-359.67		421.670		35.6500		35650.00		2.3075000
-359.73		421.710		35.6600		35660.00		2.3080400
-359.78		421.750		35.6800		35680.00		2.3085900
-359.84		421.790		35.6900		35690.00		2.3091400
-359.90		421.830		35.7000		35700.00		2.3096900
-359.95		421.880		35.7100		35710.00		2.3102400
-360.01		421.920		35.7200		35720.00		2.3107800
-360.06		421.960		35.7400		35740.00		2.3113300
-360.12		422.000		35.7500		35750.00		2.3118800
-360.17		422.050		35.7600		35760.00		2.3124300
-360.23		422.090		35.7700		35770.00		2.3129800
-360.28		422.130		35.7800		35780.00		2.3135300
-360.34		422.170		35.8000		35800.00		2.3140800
-360.39		422.210		35.8100		35810.00		2.3146300
-360.45		422.260		35.8200		35820.00		2.3151700
-360.51		422.300		35.8300		35830.00		2.3157200
-360.56		422.340		35.8400		35840.00		2.3162700
-360.62		422.380		35.8600		35860.00		2.3168200
-360.67		422.430		35.8700		35870.00		2.3173700
-360.73		422.470		35.8800		35880.00		2.3179200
-360.78		422.510		35.8900		35890.00		2.3184700
-360.84		422.550		35.9000		35900.00		2.3190200
-360.89		422.590		35.9200		35920.00		2.3195700
-360.95		422.640		35.9300		35930.00		2.3201200
-361.00		422.680		35.9400		35940.00		2.3206700
-361.06		422.720		35.9500		35950.00		2.3212200
-361.11		422.760		35.9600		35960.00		2.3217700
-361.17		422.810		35.9800		35980.00		2.3223200
-361.22		422.850		35.9900		35990.00		2.3228700
-361.28		422.890		36.0000		36000.00		2.3234200
-361.33		422.930		36.0100		36010.00		2.3239700
-361.39		422.970		36.0200		36020.00		2.3245200
-361.45		423.020		36.0400		36040.00		2.3250700
-361.50		423.060		36.0500		36050.00		2.3256200
-361.56		423.100		36.0600		36060.00		2.3261700
-361.61		423.140		36.0700		36070.00		2.3267200
-361.67		423.180		36.0800		36080.00		2.3272700
-361.72		423.230		36.1000		36100.00		2.3278200
-361.78		423.270		36.1100		36110.00		2.3283700
-361.83		423.310		36.1200		36120.00		2.3289200
-361.89		423.350		36.1300		36130.00		2.3294700
-361.94		423.390		36.1400		36140.00		2.3300200
-362.00		423.440		36.1600		36160.00		2.3305700
-362.05		423.480		36.1700		36170.00		2.3311200
-362.11		423.520		36.1800		36180.00		2.3316700
-362.16		423.560		36.1900		36190.00		2.3322200
-362.22		423.610		36.2100		36210.00		2.3327700
-362.27		423.650		36.2200		36220.00		2.3333200
-362.33		423.690		36.2300		36230.00		2.3338800
-362.38		423.730		36.2400		36240.00		2.3344300
-362.44		423.770		36.2500		36250.00		2.3349800
-362.49		423.820		36.2700		36270.00		2.3355300
-362.55		423.860		36.2800		36280.00		2.3360800
-362.60		423.900		36.2900		36290.00		2.3366300
-362.66		423.940		36.3000		36300.00		2.3371800
-362.71		423.980		36.3100		36310.00		2.3377400
-362.77		424.030		36.3300		36330.00		2.3382900
-362.82		424.070		36.3400		36340.00		2.3388400
-362.88		424.110		36.3500		36350.00		2.3393900
-362.93		424.150		36.3600		36360.00		2.3399400
-362.99		424.190		36.3800		36380.00		2.3404900
-363.04		424.240		36.3900		36390.00		2.3410500
-363.10		424.280		36.4000		36400.00		2.3416000
-363.15		424.320		36.4100		36410.00		2.3421500
-363.21		424.360		36.4200		36420.00		2.3427000
-363.26		424.400		36.4400		36440.00		2.3432500
-363.32		424.450		36.4500		36450.00		2.3438100
-363.37		424.490		36.4600		36460.00		2.3443600
-363.43		424.530		36.4700		36470.00		2.3449100
-363.48		424.570		36.4800		36480.00		2.3454600
-363.54		424.610		36.5000		36500.00		2.3460200
-363.59		424.650		36.5100		36510.00		2.3465700
-363.65		424.700		36.5200		36520.00		2.3471200
-363.70		424.740		36.5300		36530.00		2.3476700
-363.76		424.780		36.5500		36550.00		2.3482300
-363.81		424.820		36.5600		36560.00		2.3487800
-363.87		424.860		36.5700		36570.00		2.3493300
-363.92		424.910		36.5800		36580.00		2.3498900
-363.98		424.950		36.5900		36590.00		2.3504400
-364.03		424.990		36.6100		36610.00		2.3509900
-364.09		425.030		36.6200		36620.00		2.3515500
-364.14		425.070		36.6300		36630.00		2.3521000
-364.20		425.120		36.6400		36640.00		2.3526500
-364.25		425.160		36.6600		36660.00		2.3532100
-364.31		425.200		36.6700		36670.00		2.3537600
-364.36		425.240		36.6800		36680.00		2.3543100
-364.42		425.280		36.6900		36690.00		2.3548700
-364.47		425.320		36.7000		36700.00		2.3554200
-364.53		425.370		36.7200		36720.00		2.3559700
-364.58		425.410		36.7300		36730.00		2.3565300
-364.64		425.450		36.7400		36740.00		2.3570800
-364.69		425.490		36.7500		36750.00		2.3576300
-364.75		425.530		36.7700		36770.00		2.3581900
-364.80		425.580		36.7800		36780.00		2.3587400
-364.86		425.620		36.7900		36790.00		2.3593000
-364.91		425.660		36.8000		36800.00		2.3598500
-364.97		425.700		36.8100		36810.00		2.3604100
-365.02		425.740		36.8300		36830.00		2.3609600
-365.08		425.780		36.8400		36840.00		2.3615100
-365.13		425.830		36.8500		36850.00		2.3620700
-365.19		425.870		36.8600		36860.00		2.3626200
-365.24		425.910		36.8800		36880.00		2.3631800
-365.30		425.950		36.8900		36890.00		2.3637300
-365.35		425.990		36.9000		36900.00		2.3642900
-365.41		426.040		36.9100		36910.00		2.3648400
-365.46		426.080		36.9200		36920.00		2.3654000
-365.51		426.120		36.9400		36940.00		2.3659500
-365.57		426.160		36.9500		36950.00		2.3665100
-365.62		426.200		36.9600		36960.00		2.3670600
-365.68		426.240		36.9700		36970.00		2.3676200
-365.73		426.290		36.9900		36990.00		2.3681700
-365.79		426.330		37.0000		37000.00		2.3687300
-365.84		426.370		37.0100		37010.00		2.3692800
-365.90		426.410		37.0200		37020.00		2.3698400
-365.95		426.450		37.0300		37030.00		2.3703900
-366.01		426.490		37.0500		37050.00		2.3709500
-366.06		426.540		37.0600		37060.00		2.3715000
-366.12		426.580		37.0700		37070.00		2.3720600
-366.17		426.620		37.0800		37080.00		2.3726100
-366.23		426.660		37.1000		37100.00		2.3731700
-366.28		426.700		37.1100		37110.00		2.3737300
-366.34		426.740		37.1200		37120.00		2.3742800
-366.39		426.790		37.1300		37130.00		2.3748400
-366.44		426.830		37.1500		37150.00		2.3753900
-366.50		426.870		37.1600		37160.00		2.3759500
-366.55		426.910		37.1700		37170.00		2.3765100
-366.61		426.950		37.1800		37180.00		2.3770600
-366.66		426.990		37.1900		37190.00		2.3776200
-366.72		427.040		37.2100		37210.00		2.3781700
-366.77		427.080		37.2200		37220.00		2.3787300
-366.83		427.120		37.2300		37230.00		2.3792900
-366.88		427.160		37.2400		37240.00		2.3798400
-366.94		427.200		37.2600		37260.00		2.3804000
-366.99		427.240		37.2700		37270.00		2.3809600
-367.05		427.290		37.2800		37280.00		2.3815100
-367.10		427.330		37.2900		37290.00		2.3820700
-367.15		427.370		37.3100		37310.00		2.3826300
-367.21		427.410		37.3200		37320.00		2.3831800
-367.26		427.450		37.3300		37330.00		2.3837400
-367.32		427.490		37.3400		37340.00		2.3843000
-367.37		427.540		37.3600		37360.00		2.3848600
-367.43		427.580		37.3700		37370.00		2.3854100
-367.48		427.620		37.3800		37380.00		2.3859700
-367.54		427.660		37.3900		37390.00		2.3865300
-367.59		427.700		37.4000		37400.00		2.3870800
-367.65		427.740		37.4200		37420.00		2.3876400
-367.70		427.790		37.4300		37430.00		2.3882000
-367.75		427.830		37.4400		37440.00		2.3887600
-367.81		427.870		37.4500		37450.00		2.3893100
-367.86		427.910		37.4700		37470.00		2.3898700
-367.92		427.950		37.4800		37480.00		2.3904300
-367.97		427.990		37.4900		37490.00		2.3909900
-368.03		428.030		37.5000		37500.00		2.3915500
-368.08		428.080		37.5200		37520.00		2.3921000
-368.14		428.120		37.5300		37530.00		2.3926600
-368.19		428.160		37.5400		37540.00		2.3932200
-368.24		428.200		37.5500		37550.00		2.3937800
-368.30		428.240		37.5700		37570.00		2.3943400
-368.35		428.280		37.5800		37580.00		2.3948900
-368.41		428.330		37.5900		37590.00		2.3954500
-368.46		428.370		37.6000		37600.00		2.3960100
-368.52		428.410		37.6200		37620.00		2.3965700
-368.57		428.450		37.6300		37630.00		2.3971300
-368.63		428.490		37.6400		37640.00		2.3976900
-368.68		428.530		37.6500		37650.00		2.3982400
-368.73		428.570		37.6600		37660.00		2.3988000
-368.79		428.620		37.6800		37680.00		2.3993600
-368.84		428.660		37.6900		37690.00		2.3999200
-368.90		428.700		37.7000		37700.00		2.4004800
-368.95		428.740		37.7100		37710.00		2.4010400
-369.01		428.780		37.7300		37730.00		2.4016000
-369.06		428.820		37.7400		37740.00		2.4021600
-369.11		428.860		37.7500		37750.00		2.4027200
-369.17		428.910		37.7600		37760.00		2.4032800
-369.22		428.950		37.7800		37780.00		2.4038300
-369.28		428.990		37.7900		37790.00		2.4043900
-369.33		429.030		37.8000		37800.00		2.4049500
-369.39		429.070		37.8100		37810.00		2.4055100
-369.44		429.110		37.8300		37830.00		2.4060700
-369.50		429.150		37.8400		37840.00		2.4066300
-369.55		429.200		37.8500		37850.00		2.4071900
-369.60		429.240		37.8600		37860.00		2.4077500
-369.66		429.280		37.8800		37880.00		2.4083100
-369.71		429.320		37.8900		37890.00		2.4088700
-369.77		429.360		37.9000		37900.00		2.4094300
-369.82		429.400		37.9100		37910.00		2.4099900
-369.87		429.440		37.9300		37930.00		2.4105500
-369.93		429.490		37.9400		37940.00		2.4111100
-369.98		429.530		37.9500		37950.00		2.4116700
-370.04		429.570		37.9600		37960.00		2.4122300
-370.09		429.610		37.9800		37980.00		2.4127900
-370.15		429.650		37.9900		37990.00		2.4133500
-370.20		429.690		38.0000		38000.00		2.4139100
-370.25		429.730		38.0100		38010.00		2.4144700
-370.31		429.770		38.0300		38030.00		2.4150300
-370.36		429.820		38.0400		38040.00		2.4155900
-370.42		429.860		38.0500		38050.00		2.4161600
-370.47		429.900		38.0600		38060.00		2.4167200
-370.53		429.940		38.0800		38080.00		2.4172800
-370.58		429.980		38.0900		38090.00		2.4178400
-370.63		430.020		38.1000		38100.00		2.4184000
-370.69		430.060		38.1100		38110.00		2.4189600
-370.74		430.100		38.1300		38130.00		2.4195200
-370.80		430.150		38.1400		38140.00		2.4200800
-370.85		430.190		38.1500		38150.00		2.4206400
-370.90		430.230		38.1600		38160.00		2.4212000
-370.96		430.270		38.1800		38180.00		2.4217700
-371.01		430.310		38.1900		38190.00		2.4223300
-371.07		430.350		38.2000		38200.00		2.4228900
-371.12		430.390		38.2100		38210.00		2.4234500
-371.18		430.440		38.2300		38230.00		2.4240100
-371.23		430.480		38.2400		38240.00		2.4245700
-371.28		430.520		38.2500		38250.00		2.4251400
-371.34		430.560		38.2600		38260.00		2.4257000
-371.39		430.600		38.2800		38280.00		2.4262600
-371.45		430.640		38.2900		38290.00		2.4268200
-371.50		430.680		38.3000		38300.00		2.4273800
-371.55		430.720		38.3100		38310.00		2.4279500
-371.61		430.760		38.3300		38330.00		2.4285100
-371.66		430.810		38.3400		38340.00		2.4290700
-371.72		430.850		38.3500		38350.00		2.4296300
-371.77		430.890		38.3600		38360.00		2.4301900
-371.82		430.930		38.3800		38380.00		2.4307600
-371.88		430.970		38.3900		38390.00		2.4313200
-371.93		431.010		38.4000		38400.00		2.4318800
-371.99		431.050		38.4100		38410.00		2.4324400
-372.04		431.090		38.4300		38430.00		2.4330100
-372.09		431.140		38.4400		38440.00		2.4335700
-372.15		431.180		38.4500		38450.00		2.4341300
-372.20		431.220		38.4600		38460.00		2.4347000
-372.26		431.260		38.4800		38480.00		2.4352600
-372.31		431.300		38.4900		38490.00		2.4358200
-372.36		431.340		38.5000		38500.00		2.4363800
-372.42		431.380		38.5200		38520.00		2.4369500
-372.47		431.420		38.5300		38530.00		2.4375100
-372.53		431.460		38.5400		38540.00		2.4380700
-372.58		431.510		38.5500		38550.00		2.4386400
-372.63		431.550		38.5700		38570.00		2.4392000
-372.69		431.590		38.5800		38580.00		2.4397600
-372.74		431.630		38.5900		38590.00		2.4403300
-372.80		431.670		38.6000		38600.00		2.4408900
-372.85		431.710		38.6200		38620.00		2.4414500
-372.90		431.750		38.6300		38630.00		2.4420200
-372.96		431.790		38.6400		38640.00		2.4425800
-373.01		431.830		38.6500		38650.00		2.4431500
-373.06		431.880		38.6700		38670.00		2.4437100
-373.12		431.920		38.6800		38680.00		2.4442700
-373.17		431.960		38.6900		38690.00		2.4448400
-373.23		432.000		38.7000		38700.00		2.4454000
-373.28		432.040		38.7200		38720.00		2.4459700
-373.33		432.080		38.7300		38730.00		2.4465300
-373.39		432.120		38.7400		38740.00		2.4470900
-373.44		432.160		38.7600		38760.00		2.4476600
-373.50		432.200		38.7700		38770.00		2.4482200
-373.55		432.250		38.7800		38780.00		2.4487900
-373.60		432.290		38.7900		38790.00		2.4493500
-373.66		432.330		38.8100		38810.00		2.4499200
-373.71		432.370		38.8200		38820.00		2.4504800
-373.76		432.410		38.8300		38830.00		2.4510500
-373.82		432.450		38.8400		38840.00		2.4516100
-373.87		432.490		38.8600		38860.00		2.4521800
-373.93		432.530		38.8700		38870.00		2.4527400
-373.98		432.570		38.8800		38880.00		2.4533100
-374.03		432.610		38.8900		38890.00		2.4538700
-374.09		432.660		38.9100		38910.00		2.4544400
-374.14		432.700		38.9200		38920.00		2.4550000
-374.19		432.740		38.9300		38930.00		2.4555700
-374.25		432.780		38.9500		38950.00		2.4561300
-374.30		432.820		38.9600		38960.00		2.4567000
-374.36		432.860		38.9700		38970.00		2.4572600
-374.41		432.900		38.9800		38980.00		2.4578300
-374.46		432.940		39.0000		39000.00		2.4583900
-374.52		432.980		39.0100		39010.00		2.4589600
-374.57		433.020		39.0200		39020.00		2.4595300
-374.62		433.070		39.0300		39030.00		2.4600900
-374.68		433.110		39.0500		39050.00		2.4606600
-374.73		433.150		39.0600		39060.00		2.4612200
-374.79		433.190		39.0700		39070.00		2.4617900
-374.84		433.230		39.0900		39090.00		2.4623500
-374.89		433.270		39.1000		39100.00		2.4629200
-374.95		433.310		39.1100		39110.00		2.4634900
-375.00		433.350		39.1200		39120.00		2.4640500
-375.05		433.390		39.1400		39140.00		2.4646200
-375.11		433.430		39.1500		39150.00		2.4651900
-375.16		433.470		39.1600		39160.00		2.4657500
-375.21		433.520		39.1700		39170.00		2.4663200
-375.27		433.560		39.1900		39190.00		2.4668900
-375.32		433.600		39.2000		39200.00		2.4674500
-375.38		433.640		39.2100		39210.00		2.4680200
-375.43		433.680		39.2300		39230.00		2.4685900
-375.48		433.720		39.2400		39240.00		2.4691500
-375.54		433.760		39.2500		39250.00		2.4697200
-375.59		433.800		39.2600		39260.00		2.4702900
-375.64		433.840		39.2800		39280.00		2.4708500
-375.70		433.880		39.2900		39290.00		2.4714200
-375.75		433.920		39.3000		39300.00		2.4719900
-375.80		433.960		39.3100		39310.00		2.4725500
-375.86		434.010		39.3300		39330.00		2.4731200
-375.91		434.050		39.3400		39340.00		2.4736900
-375.96		434.090		39.3500		39350.00		2.4742600
-376.02		434.130		39.3700		39370.00		2.4748200
-376.07		434.170		39.3800		39380.00		2.4753900
-376.13		434.210		39.3900		39390.00		2.4759600
-376.18		434.250		39.4000		39400.00		2.4765300
-376.23		434.290		39.4200		39420.00		2.4770900
-376.29		434.330		39.4300		39430.00		2.4776600
-376.34		434.370		39.4400		39440.00		2.4782300
-376.39		434.410		39.4600		39460.00		2.4788000
-376.45		434.450		39.4700		39470.00		2.4793700
-376.50		434.500		39.4800		39480.00		2.4799300
-376.55		434.540		39.4900		39490.00		2.4805000
-376.61		434.580		39.5100		39510.00		2.4810700
-376.66		434.620		39.5200		39520.00		2.4816400
-376.71		434.660		39.5300		39530.00		2.4822100
-376.77		434.700		39.5400		39540.00		2.4827800
-376.82		434.740		39.5600		39560.00		2.4833400
-376.87		434.780		39.5700		39570.00		2.4839100
-376.93		434.820		39.5800		39580.00		2.4844800
-376.98		434.860		39.6000		39600.00		2.4850500
-377.03		434.900		39.6100		39610.00		2.4856200
-377.09		434.940		39.6200		39620.00		2.4861900
-377.14		434.980		39.6300		39630.00		2.4867600
-377.19		435.030		39.6500		39650.00		2.4873200
-377.25		435.070		39.6600		39660.00		2.4878900
-377.30		435.110		39.6700		39670.00		2.4884600
-377.35		435.150		39.6900		39690.00		2.4890300
-377.41		435.190		39.7000		39700.00		2.4896000
-377.46		435.230		39.7100		39710.00		2.4901700
-377.51		435.270		39.7200		39720.00		2.4907400
-377.57		435.310		39.7400		39740.00		2.4913100
-377.62		435.350		39.7500		39750.00		2.4918800
-377.67		435.390		39.7600		39760.00		2.4924500
-377.73		435.430		39.7800		39780.00		2.4930200
-377.78		435.470		39.7900		39790.00		2.4935900
-377.83		435.510		39.8000		39800.00		2.4941600
-377.89		435.550		39.8100		39810.00		2.4947200
-377.94		435.590		39.8300		39830.00		2.4952700
-377.99		435.640		39.8400		39840.00		2.4958200
-378.05		435.680		39.8500		39850.00		2.4963700
-378.10		435.720		39.8600		39860.00		2.4969200
-378.15		435.760		39.8800		39880.00		2.4974800
-378.21		435.800		39.8900		39890.00		2.4980300
-378.26		435.840		39.9000		39900.00		2.4985800
-378.31		435.880		39.9100		39910.00		2.4991300
-378.37		435.920		39.9300		39930.00		2.4996800
-378.42		435.960		39.9400		39940.00		2.5002300
-378.47		436.000		39.9500		39950.00		2.5007800
-378.53		436.040		39.9600		39960.00		2.5013400
-378.58		436.080		39.9800		39980.00		2.5018900
-378.63		436.120		39.9900		39990.00		2.5024400
-378.69		436.160		40.0000		40000.00		2.5029900
-378.74		436.200		40.0100		40010.00		2.5035400
-378.79		436.240		40.0300		40030.00		2.5041000
-378.85		436.290		40.0400		40040.00		2.5046500
-378.90		436.330		40.0500		40050.00		2.5052000
-378.95		436.370		40.0600		40060.00		2.5057500
-379.01		436.410		40.0800		40080.00		2.5063100
-379.06		436.450		40.0900		40090.00		2.5068600
-379.11		436.490		40.1000		40100.00		2.5074100
-379.17		436.530		40.1100		40110.00		2.5079600
-379.22		436.570		40.1300		40130.00		2.5085200
-379.27		436.610		40.1400		40140.00		2.5090700
-379.33		436.650		40.1500		40150.00		2.5096200
-379.38		436.690		40.1600		40160.00		2.5101700
-379.43		436.730		40.1800		40180.00		2.5107300
-379.49		436.770		40.1900		40190.00		2.5112800
-379.54		436.810		40.2000		40200.00		2.5118300
-379.59		436.850		40.2100		40210.00		2.5123900
-379.64		436.890		40.2300		40230.00		2.5129400
-379.70		436.930		40.2400		40240.00		2.5134900
-379.75		436.970		40.2500		40250.00		2.5140400
-379.80		437.020		40.2600		40260.00		2.5146000
-379.86		437.060		40.2800		40280.00		2.5151500
-379.91		437.100		40.2900		40290.00		2.5157000
-379.96		437.140		40.3000		40300.00		2.5162600
-380.02		437.180		40.3100		40310.00		2.5168100
-380.07		437.220		40.3300		40330.00		2.5173600
-380.12		437.260		40.3400		40340.00		2.5179200
-380.18		437.300		40.3500		40350.00		2.5184700
-380.23		437.340		40.3600		40360.00		2.5190300
-380.28		437.380		40.3800		40380.00		2.5195800
-380.33		437.420		40.3900		40390.00		2.5201300
-380.39		437.460		40.4000		40400.00		2.5206900
-380.44		437.500		40.4100		40410.00		2.5212400
-380.49		437.540		40.4300		40430.00		2.5218000
-380.55		437.580		40.4400		40440.00		2.5223500
-380.60		437.620		40.4500		40450.00		2.5229000
-380.65		437.660		40.4700		40470.00		2.5234600
-380.71		437.700		40.4800		40480.00		2.5240100
-380.76		437.740		40.4900		40490.00		2.5245700
-380.81		437.780		40.5000		40500.00		2.5251200
-380.87		437.820		40.5200		40520.00		2.5256800
-380.92		437.860		40.5300		40530.00		2.5262300
-380.97		437.910		40.5400		40540.00		2.5267800
-381.02		437.950		40.5500		40550.00		2.5273400
-381.08		437.990		40.5700		40570.00		2.5278900
-381.13		438.030		40.5800		40580.00		2.5284500
-381.18		438.070		40.5900		40590.00		2.5290000
-381.24		438.110		40.6000		40600.00		2.5295600
-381.29		438.150		40.6200		40620.00		2.5301100
-381.34		438.190		40.6300		40630.00		2.5306700
-381.39		438.230		40.6400		40640.00		2.5312200
-381.45		438.270		40.6500		40650.00		2.5317800
-381.50		438.310		40.6700		40670.00		2.5323300
-381.55		438.350		40.6800		40680.00		2.5328900
-381.61		438.390		40.6900		40690.00		2.5334400
-381.66		438.430		40.7000		40700.00		2.5340000
-381.71		438.470		40.7200		40720.00		2.5345600
